date,close,open,high,low,volume,change
2016年7月15日,317.5,317.12,318.03,315.06,2.68M,0.09%
2016年7月14日,317.2,316.09,320.8,315.2,2.92M,0.00%
2016年7月13日,317.21,323.03,324.73,315.05,5.34M,-2.40%
2016年7月12日,325,315.76,326.6,315,5.31M,3.13%
2016年7月11日,315.14,309.03,324,309.03,5.75M,1.67%
2016年7月8日,309.97,313.53,315.5,306.16,4.55M,-2.21%
2016年7月7日,316.97,315.8,326.8,312.08,5.07M,-0.26%
2016年7月6日,317.8,299.8,318,299.01,4.73M,5.75%
2016年7月5日,300.52,295.03,303.1,295.03,4.17M,2.24%
2016年7月4日,293.94,287,295.4,286,2.95M,2.58%
2016年7月1日,286.55,287.2,291.88,284,2.60M,-1.86%
2016年6月30日,291.99,290.02,298.2,290.02,3.80M,1.29%
2016年6月29日,288.28,287.55,289.45,284.2,2.81M,-0.01%
2016年6月28日,288.3,287.02,289.66,286.32,2.43M,0.10%
2016年6月27日,288,275,292.3,275,6.36M,5.19%
2016年6月24日,273.8,275.28,277,267.2,2.01M,-0.99%
2016年6月23日,276.53,279.97,279.97,274.88,1.40M,-0.71%
2016年6月22日,278.5,273.77,279.36,272.77,2.09M,1.70%
2016年6月21日,273.85,277.04,277.94,273,1.67M,-0.88%
2016年6月20日,276.28,279.77,279.86,274,1.90M,-0.75%
2016年6月17日,278.37,273.6,282.49,273.6,2.47M,1.61%
2016年6月16日,273.96,274.86,277.8,273.78,1.96M,-0.88%
2016年6月15日,276.4,270.71,277.8,270.21,2.73M,1.35%
2016年6月14日,272.72,267.71,273.8,267.71,2.56M,2.07%
2016年6月13日,267.2,273.35,276.66,266.25,3.78M,-2.55%
2016年6月8日,274.18,276.4,277.86,273.5,2.39M,-1.34%
2016年6月7日,277.91,276.5,278.49,275.01,1.88M,0.67%
2016年6月6日,276.06,282,283,275,3.73M,-2.80%
2016年6月3日,284,267,286.74,266.4,6.48M,6.34%
2016年6月2日,267.06,263.01,268.68,263.01,2.48M,1.27%
2016年6月1日,263.71,265.4,265.5,263,2.19M,-0.49%
2016年5月31日,265,256,266.62,255.2,5.39M,3.44%
2016年5月30日,256.18,251.5,256.5,250,2.98M,1.06%
2016年5月27日,253.5,252.72,254.69,251.38,1.32M,0.32%
2016年5月26日,252.68,251.99,253.8,249.2,1.81M,0.32%
2016年5月25日,251.88,254.48,254.94,251.01,1.78M,-0.05%
2016年5月24日,252,254.41,255.21,250.1,1.17M,-0.90%
2016年5月23日,254.28,249.72,254.99,249.72,1.87M,1.14%
2016年5月20日,251.41,246.84,252.18,244.32,2.55M,2.21%
2016年5月19日,245.97,245.16,248.5,244.5,2.09M,0.64%
2016年5月18日,244.41,249.08,251.85,243.1,2.84M,-2.24%
2016年5月17日,250,251.01,252.4,249.83,1.18M,-0.68%
2016年5月16日,251.7,250.86,251.8,247.3,2.22M,0.16%
2016年5月13日,251.3,255.98,258.9,250.5,2.81M,-1.81%
2016年5月12日,255.94,254.02,256.56,252,1.89M,-0.37%
2016年5月11日,256.9,252.35,260.48,252.35,4.93M,1.85%
2016年5月10日,252.23,249.5,254,249.11,3.35M,0.53%
2016年5月9日,250.9,250.13,252.8,249.01,2.78M,-0.61%
2016年5月6日,252.44,257.31,258.52,251.12,2.72M,-2.08%
2016年5月5日,257.8,256.5,258.15,255.5,1.35M,0.70%
2016年5月4日,256,260,262.39,255.99,2.86M,-1.54%
2016年5月3日,260,250.55,262.28,250.55,5.65M,3.42%
2016年4月29日,251.4,247.39,252.43,247.39,4.61M,1.98%
2016年4月28日,246.52,245.83,246.74,244,1.72M,0.70%
2016年4月27日,244.8,244.5,245.48,243.49,1.39M,0.34%
2016年4月26日,243.96,244.95,246.88,243,1.52M,-0.22%
2016年4月25日,244.5,247.12,248.1,243.3,2.50M,-1.17%
2016年4月22日,247.39,241,247.88,240.37,3.55M,2.82%
2016年4月21日,240.6,240.5,242.3,238.3,2.97M,1.05%
2016年4月20日,238.09,243.19,244.4,235.8,3.37M,-2.10%
2016年4月19日,243.2,244.59,245.19,241.45,1.42M,-0.21%
2016年4月18日,243.7,242.8,246,242.5,1.86M,-0.51%
2016年4月15日,244.95,242.64,244.98,241.2,1.90M,0.86%
2016年4月14日,242.86,242.38,244.83,241,2.87M,0.23%
2016年4月13日,242.3,245.4,248.63,241.7,5.43M,-1.10%
2016年4月12日,245,243.7,245,242.1,2.33M,0.52%
2016年4月11日,243.73,250.5,255.18,243.5,11.93M,-2.45%
2016年4月8日,249.86,252,255.89,248.2,2.32M,-1.63%
2016年4月7日,254,256.89,257.48,252.62,2.55M,-1.40%
2016年4月6日,257.6,245.8,257.6,245.8,4.84M,4.89%
2016年4月5日,245.59,243,247.5,243,2.50M,0.24%
2016年4月1日,245,248.95,250.49,244.54,2.51M,-1.07%
2016年3月31日,247.66,249.84,250.3,246.99,1.95M,-0.23%
2016年3月30日,248.22,249,250.4,245.48,2.78M,0.09%
2016年3月29日,248,249.6,251,244.44,3.67M,-0.60%
2016年3月28日,249.5,244.98,253.38,244.98,4.83M,1.84%
2016年3月25日,245,242.5,249.79,241.02,4.48M,0.96%
2016年3月24日,242.68,235,245.4,231.3,6.21M,3.26%
2016年3月23日,235.02,235.2,237,232.68,2.14M,0.17%
2016年3月22日,234.63,232.26,238.18,231.5,4.18M,1.12%
2016年3月21日,232.02,226.66,232.02,226.65,3.85M,2.66%
2016年3月18日,226,232,232.26,225.78,7.06M,-1.56%
2016年3月17日,229.57,230,234.1,228.3,2.88M,0.68%
2016年3月16日,228.02,230.22,232.5,225,2.43M,-1.97%
2016年3月15日,232.6,224.8,234.39,224.34,3.64M,3.61%
2016年3月14日,224.5,230.76,233.5,222.2,4.53M,-1.52%
2016年3月11日,227.97,226.54,231.88,225.5,1.63M,-0.12%
2016年3月10日,228.25,228.99,233.7,228,2.57M,0.37%
2016年3月9日,227.4,227,232.65,226.1,1.64M,-0.83%
2016年3月8日,229.31,233.3,233.3,227,2.61M,-1.92%
2016年3月7日,233.8,238.11,240,231.05,3.93M,-2.05%
2016年3月4日,238.7,226.88,240.16,225.01,8.58M,4.95%
2016年3月3日,227.45,225,231.98,221.66,4.02M,1.45%
2016年3月2日,224.2,219,225.5,218.67,4.79M,2.64%
2016年3月1日,218.44,215.96,220.3,210.4,3.40M,1.66%
2016年2月29日,214.87,218.99,220.88,206.8,4.77M,-0.99%
2016年2月26日,217.02,213.1,219.25,211.26,2.83M,2.18%
2016年2月25日,212.39,218.8,220.48,212.13,3.95M,-2.40%
2016年2月24日,217.61,212.2,218.03,211.01,3.31M,2.48%
2016年2月23日,212.35,207.77,214.98,207.02,3.75M,2.18%
2016年2月22日,207.82,206,208.32,206,2.78M,2.39%
2016年2月19日,202.96,201.62,203.18,201.13,1.42M,0.65%
2016年2月18日,201.65,203.2,203.6,201.1,1.89M,-0.34%
2016年2月17日,202.33,203.74,204.92,200.51,2.03M,-0.67%
2016年2月16日,203.7,200.56,208,200.56,1.92M,1.65%
2016年2月15日,200.4,200,203,199.6,1.95M,-1.76%
2016年2月5日,204,204.99,205.18,202.53,1.42M,-0.48%
2016年2月4日,204.99,204.8,205.88,203.54,1.66M,0.73%
2016年2月3日,203.5,202.58,204.56,201.5,1.52M,-0.49%
2016年2月2日,204.5,202,204.8,200.64,1.78M,1.62%
2016年2月1日,201.24,202.1,202.8,199.89,1.92M,0.42%
2016年1月29日,200.4,197.48,202.5,197,2.31M,1.44%
2016年1月28日,197.55,199.75,199.75,195.62,1.79M,-1.22%
2016年1月27日,200,199.98,200.89,195.7,2.98M,0.49%
2016年1月26日,199.02,200.99,204.47,198.5,2.23M,-1.87%
2016年1月25日,202.81,203,203.49,201.5,1.38M,0.05%
2016年1月22日,202.7,203.11,203.4,198.81,2.27M,1.29%
2016年1月21日,200.11,201.26,204.59,199.9,2.18M,-1.33%
2016年1月20日,202.81,207,210.16,201.01,4.10M,-3.52%
2016年1月19日,210.2,201,210.33,200.01,5.91M,5.37%
2016年1月18日,199.49,198,202.4,197.2,2.74M,0.25%
2016年1月15日,199,204.75,206.18,198,2.67M,-2.83%
2016年1月14日,204.8,197.11,205.98,195.51,3.48M,2.50%
2016年1月13日,199.8,199.1,206,198.6,2.92M,1.46%
2016年1月12日,196.92,201.1,202.1,196,4.03M,-1.47%
2016年1月11日,199.85,203.16,203.79,199.4,2.97M,-2.27%
2016年1月8日,204.5,204.17,208,200,4.45M,2.23%
2016年1月7日,200.03,208.99,208.99,200.03,814.87K,-5.73%
2016年1月6日,212.19,212.78,213.66,209.3,2.38M,-0.08%
2016年1月5日,212.37,210,213.97,207.51,3.19M,1.13%
2016年1月4日,210,218,218,209.99,1.73M,-3.68%
2015年12月31日,218.02,218.22,219.5,217.82,1.97M,-0.01%
2015年12月30日,218.05,220.18,220.66,217.52,2.01M,-0.86%
2015年12月29日,219.94,218.62,220.44,218.51,1.58M,0.38%
2015年12月28日,219.11,225.48,226,219,2.56M,-2.40%
2015年12月25日,224.5,225,225.66,222.88,1.15M,-0.04%
2015年12月24日,224.6,223.98,225.68,223.2,1.56M,0.72%
2015年12月23日,223,225.45,226.69,222.7,2.24M,-0.90%
2015年12月22日,225.02,226.8,226.8,223.28,2.84M,-0.83%
2015年12月21日,226.9,218,229.18,218,5.94M,4.21%
2015年12月18日,217.73,215.5,219.15,215.11,2.85M,0.83%
2015年12月17日,215.93,214.39,216.88,214,2.43M,0.95%
2015年12月16日,213.9,214.41,214.64,212.59,2.01M,-0.28%
2015年12月15日,214.5,213.8,214.59,212.08,1.51M,0.14%
2015年12月14日,214.19,210.19,214.88,209,2.07M,1.31%
2015年12月11日,211.42,212.5,212.5,210.5,1.30M,-0.89%
2015年12月10日,213.31,215,216.2,211.99,1.38M,-0.55%
2015年12月9日,214.5,211.58,215.05,211.5,1.41M,1.19%
2015年12月8日,211.98,214.55,214.55,211.46,1.74M,-1.19%
2015年12月7日,214.53,215,216.98,213.2,1.93M,-0.36%
2015年12月4日,215.3,219.96,219.96,215.01,2.08M,-2.35%
2015年12月3日,220.49,219,221.4,216.7,2.24M,-0.46%
2015年12月2日,221.5,214.48,227,212,4.79M,3.58%
2015年12月1日,213.84,213,213.95,211,1.89M,0.30%
2015年11月30日,213.21,208.04,214.78,207.79,3.34M,2.66%
2015年11月27日,207.69,212.49,212.54,206.63,1.62M,-2.42%
2015年11月26日,212.83,213.49,213.79,211.83,1.88M,-0.08%
2015年11月25日,212.99,211.7,213,210.4,2.42M,0.63%
2015年11月24日,211.66,212.39,213.28,210,2.05M,-0.40%
2015年11月23日,212.52,213,213.84,212.51,2.10M,-0.64%
2015年11月20日,213.88,215.14,215.78,213.1,2.23M,-0.56%
2015年11月19日,215.08,214,216,213.9,1.53M,-0.03%
2015年11月18日,215.15,213.59,216,213.59,1.97M,0.42%
2015年11月17日,214.25,214.72,217.5,213.14,2.20M,0.11%
2015年11月16日,214.01,212.5,216.5,212,2.39M,-0.48%
2015年11月13日,215.05,218.1,219.5,214.83,2.84M,-2.08%
2015年11月12日,219.61,220.23,223,219.38,1.62M,-0.39%
2015年11月11日,220.48,222.01,223,218.6,2.38M,-0.89%
2015年11月10日,222.45,220,224.12,219.16,2.87M,0.67%
2015年11月9日,220.96,222,224.66,219,4.05M,1.16%
2015年11月6日,218.42,217.35,218.6,215.56,2.17M,0.81%
2015年11月5日,216.66,214.6,223.28,213.5,5.00M,0.77%
2015年11月4日,215,210.58,216,210.11,3.08M,2.49%
2015年11月3日,209.77,212.92,215.76,208.4,2.32M,-1.33%
2015年11月2日,212.59,214.6,215.86,212.5,1.53M,-0.54%
2015年10月30日,213.75,212.95,215.8,212.12,1.23M,0.43%
2015年10月29日,212.83,212,214.79,212,1.35M,0.20%
2015年10月28日,212.4,214.99,214.99,211.9,1.66M,-1.30%
2015年10月27日,215.2,217.1,217.68,212.58,2.26M,-1.18%
2015年10月26日,217.77,212,218.3,208,4.33M,3.23%
2015年10月23日,210.95,205.8,217.6,205.55,5.63M,4.15%
2015年10月22日,202.55,200.24,202.73,199.43,2.37M,1.12%
2015年10月21日,200.3,202.08,202.55,197.01,2.23M,-0.84%
2015年10月20日,201.99,202.02,202.88,201.18,1.48M,-0.37%
2015年10月19日,202.74,204.94,204.94,201.9,2.61M,1.08%
2015年10月16日,200.57,201.22,202.4,199.41,1.92M,0.30%
2015年10月15日,199.98,198.16,200.37,197.56,1.66M,1.17%
2015年10月14日,197.66,198.98,199.5,197.01,1.52M,-0.52%
2015年10月13日,198.69,198.09,200.09,198.09,1.58M,0.35%
2015年10月12日,198,199,204.49,197.85,4.90M,0.51%
2015年10月9日,197,198.78,198.9,196.5,1.57M,-0.24%
2015年10月8日,197.48,198.78,201.58,197,3.44M,3.77%
2015年9月30日,190.31,190.23,191.48,190.17,1.16M,0.69%
2015年9月29日,189,189.55,191.37,188.3,1.84M,-1.24%
2015年9月28日,191.38,191.48,192.3,189.23,1.23M,-1.09%
2015年9月25日,193.49,193.99,194.9,189.5,2.45M,-0.26%
2015年9月24日,194,195.8,196.28,192.8,1.39M,-0.41%
2015年9月23日,194.79,197.15,198.99,194.1,2.23M,-2.26%
2015年9月22日,199.29,200.77,201.18,198.98,1.65M,-0.11%
2015年9月21日,199.5,198.01,200.7,198,1.65M,0.00%
2015年9月18日,199.5,198.6,200.89,198,1.56M,0.76%
2015年9月17日,198,202.6,205.8,197.61,2.64M,-3.18%
2015年9月16日,204.5,200.01,209.54,197.73,3.72M,1.24%
2015年9月15日,202,198.01,202.02,195.12,5.19M,-0.31%
2015年9月14日,202.62,192.43,202.8,187.9,8.62M,5.00%
2015年9月11日,192.97,191.88,194.1,191.05,1.69M,-0.12%
2015年9月10日,193.2,190.38,193.3,189.14,2.69M,0.76%
2015年9月9日,191.75,190.14,193.87,190.14,3.52M,1.25%
2015年9月8日,189.39,188.46,190.47,185,3.31M,0.31%
2015年9月7日,188.8,192.6,194,188.65,3.22M,-3.04%
2015年9月2日,194.72,190.11,195,189.2,10.69M,0.19%
2015年9月1日,194.36,191.82,195,188,8.74M,-0.53%
2015年8月31日,195.4,189.34,195.5,185.18,6.27M,1.31%
2015年8月28日,192.87,195,195.29,187.13,8.99M,-2.10%
2015年8月27日,197,190,199.9,184.89,8.71M,7.15%
2015年8月26日,183.85,176.76,188.5,175,9.16M,4.13%
2015年8月25日,176.56,167.46,182.51,166.2,12.31M,3.88%
2015年8月24日,169.97,181,181.5,168.2,8.98M,-8.81%
2015年8月21日,186.4,191.52,194.86,186.12,7.56M,-4.45%
2015年8月20日,195.08,200.83,201,194.9,3.96M,-3.33%
2015年8月19日,201.8,199.75,202.16,198.18,5.03M,0.35%
2015年8月18日,201.09,206.98,207.5,200.35,5.13M,-2.48%
2015年8月17日,206.2,208.02,208.82,204,5.39M,-1.80%
2015年8月14日,209.97,210.5,211.4,209.25,3.07M,0.18%
2015年8月13日,209.6,211.5,211.5,206,3.52M,0.01%
2015年8月12日,209.58,209.99,214.29,208.75,4.58M,-0.56%
2015年8月11日,210.77,212.3,212.41,210.01,5.09M,-0.73%
2015年8月10日,212.32,207.01,213,205.13,5.65M,2.58%
2015年8月7日,206.99,207.49,208.6,205.6,3.95M,1.07%
2015年8月6日,204.79,206.23,207.5,203,3.92M,-1.22%
2015年8月5日,207.32,212.93,213.85,206.94,4.31M,-2.25%
2015年8月4日,212.1,209.26,213.98,209.26,5.95M,1.17%
2015年8月3日,209.65,205,209.99,203,5.46M,1.33%
2015年7月31日,206.9,206.7,206.93,203,4.07M,0.46%
2015年7月30日,205.95,208.83,208.83,205.1,4.11M,-0.89%
2015年7月29日,207.8,207.78,210,202.13,6.65M,0.82%
2015年7月28日,206.1,199.86,209.44,197.48,8.67M,2.25%
2015年7月27日,201.56,217,221.3,201,7.69M,-8.17%
2015年7月24日,219.49,220.5,223.69,218.75,5.74M,-0.03%
2015年7月23日,219.56,217.99,220.6,215.77,6.47M,1.11%
2015年7月22日,217.16,220,222,216.58,7.09M,-2.04%
2015年7月21日,221.69,221.75,224.2,220,5.18M,-1.41%
2015年7月20日,224.87,227.15,227.9,222.5,6.79M,-1.49%
2015年7月17日,228.26,229,229.99,224.74,5.64M,-0.20%
2015年7月16日,228.71,228.42,231.07,225.69,8.01M,0.13%
2015年7月15日,228.41,225,229.73,221.16,11.45M,0.90%
2015年7月14日,226.37,231.82,231.98,224.73,10.64M,-3.41%
2015年7月13日,234.35,234.54,241.44,228.18,16.38M,-2.96%
2015年7月10日,241.51,233.64,257.27,229.05,28.18M,2.57%
2015年7月9日,235.46,215.33,236.74,211.82,15.20M,9.35%
2015年7月8日,215.33,208.18,222.72,199.78,31.81M,-3.00%
2015年7月7日,221.98,227.27,233.26,217.73,18.43M,-4.24%
2015年7月6日,231.82,243.59,243.63,217.73,30.01M,1.59%
2015年7月3日,228.19,231.82,236.82,220.18,12.06M,-1.99%
2015年7月2日,232.84,232.09,256.91,222.74,13.03M,-0.46%
2015年7月1日,233.92,231.82,244.09,228.16,11.37M,-0.21%
2015年6月30日,234.41,224.22,236.2,223.64,13.89M,4.39%
2015年6月29日,224.54,225.79,233.18,207.09,18.16M,1.48%
2015年6月26日,221.27,227.29,232.5,213.91,10.93M,-3.25%
2015年6月25日,228.71,237.73,238.21,227.46,7.32M,-3.72%
2015年6月24日,237.55,227.27,241.09,225.14,10.53M,3.57%
2015年6月23日,229.36,218,232.59,212.85,8.94M,6.91%
2015年6月19日,214.54,223.52,225.9,212.74,7.44M,-3.28%
2015年6月18日,221.82,230.02,231.64,218.73,6.77M,-4.31%
2015年6月17日,231.82,230.87,234.33,226.36,6.42M,0.41%
2015年6月16日,230.88,235.46,241.64,229.54,7.62M,-2.62%
2015年6月15日,237.09,242.71,247.27,236.44,11.00M,-1.95%
2015年6月12日,241.82,238.29,248.18,237.27,10.00M,2.27%
2015年6月11日,236.46,236.36,240.46,234.34,5.82M,-0.27%
2015年6月10日,237.09,232.4,242.62,230.73,8.85M,0.89%
2015年6月9日,235.01,240.91,245.27,233.18,8.56M,-2.30%
2015年6月8日,240.54,228.65,243.22,227.09,10.56M,4.25%
2015年6月5日,230.74,234.65,238.27,223.64,9.43M,-1.59%
2015年6月4日,234.46,239.07,240.91,218.18,10.16M,-1.82%
2015年6月3日,238.8,241.07,242.38,236.37,5.11M,-1.44%
2015年6月2日,242.28,245.91,245.91,236.96,7.11M,-1.73%
2015年6月1日,246.54,239.95,248.16,236.18,7.24M,2.82%
2015年5月29日,239.79,236.37,244.54,236.26,6.36M,0.89%
2015年5月28日,237.68,250.23,255.46,236.46,6.70M,-5.55%
2015年5月27日,251.64,259.56,263.02,248.18,5.16M,-3.01%
2015年5月26日,259.45,260.55,263.64,258.14,6.70M,-0.56%
2015年5月25日,260.91,245.46,262.26,244.54,7.42M,3.95%
2015年5月22日,251,236.07,251.64,235.99,7.33M,6.73%
2015年5月21日,235.18,232.73,237.54,230.92,5.24M,1.89%
2015年5月20日,230.82,229.09,236.36,226.64,7.01M,1.51%
2015年5月19日,227.38,219.14,227.47,218.36,5.24M,3.77%
2015年5月18日,219.13,222.73,222.73,218.27,3.89M,-1.73%
2015年5月15日,222.98,228.55,230.45,219.65,5.96M,-2.43%
2015年5月14日,228.54,232.96,235.91,228.38,4.60M,-1.89%
2015年5月13日,232.96,230.73,239.06,229.54,6.48M,0.70%
2015年5月12日,231.34,233.82,233.82,229.09,5.17M,-1.05%
2015年5月11日,233.8,228.64,234.54,227.27,6.75M,0.90%
2015年5月8日,231.71,223.74,231.71,223.54,6.36M,4.08%
2015年5月7日,222.62,222.73,228.98,220.51,7.49M,1.10%
2015年5月6日,220.2,221.8,224.54,218.19,6.64M,0.51%
2015年5月5日,219.09,229.09,229.09,218.07,8.11M,-5.39%
2015年5月4日,231.57,229.69,235.46,227.29,6.02M,1.00%
2015年4月30日,229.27,228.32,231.73,225.23,7.05M,0.88%
2015年4月29日,227.26,223.73,230,223.73,6.52M,0.80%
2015年4月28日,225.46,230.91,235.09,224.59,9.60M,-3.05%
2015年4月27日,232.54,234.16,243.46,229.99,8.69M,-0.80%
2015年4月24日,234.42,228.98,236.07,222.74,11.06M,0.90%
2015年4月23日,232.32,240,240.15,229.98,9.46M,-3.27%
2015年4月22日,240.18,244.36,244.54,233.74,14.81M,2.63%
2015年4月21日,234.03,218.18,234.03,218.18,13.46M,10.01%
2015年4月20日,212.73,209.09,223.36,208.18,14.36M,0.47%
2015年4月17日,211.73,217.18,226.09,207.53,21.13M,2.93%
2015年4月16日,205.7,189.59,205.7,188.94,9.46M,10.37%
2015年4月15日,186.37,190.09,190.71,185.6,6.05M,-0.48%
2015年4月14日,187.27,185.46,190.26,185.42,9.01M,1.01%
2015年4月13日,185.41,183.23,185.9,180.85,10.05M,1.86%
2015年4月10日,182.02,181.81,184.54,181.46,11.22M,0.11%
2015年4月9日,181.82,185.89,187.16,180.96,6.86M,-2.18%
2015年4月8日,185.86,184.09,191.53,183.26,14.94M,1.89%
2015年4月7日,182.42,178.96,182.8,178,6.58M,2.04%
2015年4月3日,178.77,176.36,179.1,175.26,5.63M,1.05%
2015年4月2日,176.91,178.15,179.64,175.35,6.93M,-0.37%
2015年4月1日,177.56,178.21,179.6,176.8,8.46M,-0.24%
2015年3月31日,177.99,178.8,182.52,176.38,9.69M,-0.57%
2015年3月30日,179.01,176.98,180.86,175.54,6.98M,1.24%
2015年3月27日,176.82,180,180.51,175.41,4.42M,-2.02%
2015年3月26日,180.46,175.96,181.73,174.54,7.38M,3.11%
2015年3月25日,175.03,175.46,177.36,174.6,4.65M,-1.33%
2015年3月24日,177.38,177.54,179.49,174.64,6.61M,-0.01%
2015年3月23日,177.39,176.97,178.86,175.64,4.51M,0.84%
2015年3月20日,175.91,176.54,177.26,173.53,5.65M,-0.92%
2015年3月19日,177.54,180.49,180.9,176.42,3.69M,-1.97%
2015年3月18日,181.1,178.91,181.81,177.74,4.32M,1.25%
2015年3月17日,178.86,177.26,180.63,177.17,5.05M,1.58%
2015年3月16日,176.08,172.78,176.82,170.01,3.43M,2.04%
2015年3月13日,172.55,175.18,176.27,171.44,2.80M,-1.50%
2015年3月12日,175.18,175.46,178.17,174,4.23M,0.47%
2015年3月11日,174.36,170.76,175.46,170.73,4.46M,2.17%
2015年3月10日,170.65,173.58,174.09,170.26,3.26M,-1.99%
2015年3月9日,174.12,168.91,175.45,167.09,4.78M,4.28%
2015年3月6日,166.97,168.5,169.53,166.61,2.80M,-0.87%
2015年3月5日,168.44,168.19,170.03,167.32,3.98M,-1.02%
2015年3月4日,170.17,169.99,170.92,167.82,4.47M,0.60%
2015年3月3日,169.16,172.09,174.54,168.33,4.73M,-2.36%
2015年3月2日,173.24,173.46,176.18,171.82,3.42M,-0.12%
2015年2月27日,173.46,169.91,176.82,169.82,6.97M,3.32%
2015年2月26日,167.88,167.09,171.26,166.86,6.85M,0.36%
2015年2月25日,167.27,166.36,168.82,164.65,6.59M,0.90%
2015年2月17日,165.77,166.86,167.17,165.37,3.76M,-0.63%
2015年2月16日,166.82,165.95,166.94,164.74,4.35M,0.55%
2015年2月13日,165.91,167.37,167.73,164.91,4.41M,-0.60%
2015年2月12日,166.92,167.26,167.72,165.46,2.76M,0.25%
2015年2月11日,166.5,165.82,167.5,165.53,2.52M,0.15%
2015年2月10日,166.26,168,168.36,164.96,5.90M,-0.77%
2015年2月9日,167.55,159.79,168.27,159.09,9.60M,5.56%
2015年2月6日,158.73,158.76,160.46,157.82,4.08M,0.32%
2015年2月5日,158.23,162.7,164.46,158.18,4.54M,-1.81%
2015年2月4日,161.14,162.86,165.53,160.91,3.88M,-0.63%
2015年2月3日,162.15,161.35,162.41,160.18,3.06M,2.03%
2015年2月2日,158.93,159.55,160.36,157.73,3.74M,-1.34%
2015年1月30日,161.09,160.9,164.54,160.46,5.23M,0.23%
2015年1月29日,160.73,160.18,161.82,159.09,3.57M,-0.39%
2015年1月28日,161.36,162.73,164,161.18,3.37M,-1.48%
2015年1月27日,163.79,166.2,166.2,161.82,4.61M,-1.38%
2015年1月26日,166.09,165.18,166.82,164.59,3.92M,0.94%
2015年1月23日,164.54,163.74,166.62,163.74,3.64M,-0.15%
2015年1月22日,164.8,165.79,167.6,163.64,4.21M,-0.53%
2015年1月21日,165.68,162.06,166.27,161.09,5.79M,2.40%
2015年1月20日,161.8,160.02,164.09,157.27,6.71M,1.42%
2015年1月19日,159.53,164.54,166.54,155.88,7.11M,-5.76%
2015年1月16日,169.27,169.27,170.91,169.07,4.40M,0.07%
2015年1月15日,169.15,167.17,169.46,165.89,5.34M,1.45%
2015年1月14日,166.74,168.18,169.54,164.44,5.76M,-0.80%
2015年1月13日,168.08,170,171.4,167.82,4.04M,-0.84%
2015年1月12日,169.5,172.73,175.08,167.69,5.49M,-2.10%
2015年1月9日,173.14,173.09,177.97,172.83,5.94M,-0.76%
2015年1月8日,174.46,176.36,176.84,172.85,4.46M,-0.51%
2015年1月7日,175.35,178.22,181.36,172.72,6.03M,-2.47%
2015年1月6日,179.79,181.82,184.15,178.2,6.05M,-2.48%
2015年1月5日,184.36,172.38,185.67,171.54,10.40M,6.97%
2014年12月31日,172.35,168.73,172.73,168.18,5.09M,1.38%
2014年12月30日,170.01,166.36,170.89,165.89,6.18M,1.92%
2014年12月29日,166.81,171,172.73,165.46,9.88M,-2.19%
2014年12月26日,170.54,168.26,171.82,166.36,4.69M,0.87%
2014年12月25日,169.07,166.5,169.09,164.55,4.85M,1.55%
2014年12月24日,166.5,170.91,174.36,164.26,6.99M,-2.64%
2014年12月23日,171.01,167.07,175.9,165.46,9.42M,2.13%
2014年12月22日,167.45,163.32,167.54,159.89,8.10M,1.68%
2014年12月19日,164.68,162.78,165.44,161.82,5.46M,0.92%
2014年12月18日,163.17,163.35,165.64,162.73,4.24M,0.27%
2014年12月17日,162.73,163.63,164.96,161.64,6.60M,-0.90%
2014年12月16日,164.2,167,167,161.92,5.62M,-1.84%
2014年12月15日,167.27,160.54,167.36,159.48,7.81M,3.78%
2014年12月12日,161.17,160.71,164.54,160,5.62M,0.79%
2014年12月11日,159.91,163.64,165.4,159.35,6.04M,-2.20%
2014年12月10日,163.5,159.09,166.82,159.09,11.73M,4.03%
2014年12月9日,157.16,156.36,169.65,155.91,16.71M,-0.28%
2014年12月8日,157.6,153.49,160.45,152,11.10M,1.08%
2014年12月5日,155.91,161.81,162.69,153.27,12.42M,-1.47%
2014年12月4日,158.24,151.36,158.64,151.36,12.96M,5.50%
2014年12月3日,149.99,147.67,153,147.6,12.91M,2.44%
2014年12月2日,146.42,144.59,146.54,143.86,10.92M,0.63%
2014年12月1日,145.5,142.34,146.36,141.82,13.39M,2.68%
2014年11月28日,141.71,142.34,142.34,139.24,9.71M,-0.50%
2014年11月27日,142.43,140.91,142.93,140,10.62M,0.49%
2014年11月26日,141.74,140.54,142.15,139.9,7.02M,0.93%
2014年11月25日,140.44,139.47,140.77,138.91,5.86M,0.35%
2014年11月24日,139.95,139.89,140.91,138.18,5.93M,0.48%
2014年11月21日,139.27,136.87,139.27,136.54,4.62M,1.52%
2014年11月20日,137.18,138.98,139.02,136.81,5.09M,-1.39%
2014年11月19日,139.12,141.43,141.5,138.74,5.09M,-1.67%
2014年11月18日,141.48,146.36,147.11,140.91,6.98M,-2.73%
2014年11月17日,145.46,152.73,152.73,145.46,16.55M,1.73%
2014年11月14日,142.98,137.78,143.3,137.19,8.27M,3.73%
2014年11月13日,137.84,138.84,138.85,136.07,5.41M,-0.66%
2014年11月12日,138.76,139.07,139.63,136.54,3.39M,-0.46%
2014年11月11日,139.4,140.27,141.09,138.19,5.25M,-0.29%
2014年11月10日,139.8,136.36,139.8,135.46,6.86M,3.87%
2014年11月7日,134.59,133.79,134.82,133.74,4.57M,0.60%
2014年11月6日,133.78,132.86,134.08,132.74,4.00M,0.69%
